opt,target,at,count safe avg,count safe sig,count safe median,count prec avg,count prec sig,count prec median,count* avg,count* sig,count* median,type safe avg,type safe sig,type safe median,type prec avg,type prec sig,type prec median,type* avg,type* sig,type* median
O0,proftpd,1171,750.16,152.55,729.0,688.28,180.3,636.0,927.71,203.99,941.0,679.45,145.3,1171.0,624.48,156.88,519.0,867.43,206.78,941.0
O0,vsftpd,391,377.5,4.5,377.0,377.5,4.5,377.0,300.0,73.0,300.0,235.0,144.0,235.0,235.0,144.0,235.0,159.0,68.0,159.0
O0,lighttpd,354,342.05,9.79,320.0,316.64,60.49,151.0,216.33,77.55,154.0,310.79,60.33,354.0,295.11,74.72,354.0,198.41,68.89,154.0
O0,nginx,1098,933.11,201.85,992.0,711.58,320.07,992.0,611.94,294.31,636.0,795.97,289.99,589.0,606.51,308.9,992.0,611.94,294.31,636.0
O0,mysqld,13020,11111.56,1066.53,10571.0,10781.92,1274.38,10571.0,8421.79,2658.56,8994.0,10196.16,1781.68,10571.0,9939.94,1757.9,10571.0,7812.74,2377.9,8994.0
O0,postgres,9273,8328.49,978.13,8596.0,7630.07,1805.16,8596.0,6549.07,1720.76,6868.0,7652.07,1795.83,8596.0,6995.78,2157.23,8596.0,6039.57,1942.2,6868.0
O0,memcached,233,228.1,8.63,233.0,226.59,13.69,233.0,211.59,23.55,229.0,170.78,18.48,160.0,169.23,16.54,160.0,154.42,19.28,140.0
O0,node,20638,18222.52,2466.56,14996.0,15325.62,4407.39,14996.0,12841.45,4441.18,14062.0,16570.18,3552.24,17944.0,13928.35,4307.4,14996.0,10977.88,4143.54,14062.0
