opt,target,at,count safe avg,count safe sig,count safe median,count prec avg,count prec sig,count prec median,count* avg,count* sig,count* median,type safe avg,type safe sig,type safe median,type prec avg,type prec sig,type prec median,type* avg,type* sig,type* median
O2,proftpd,390,370.0,43.59,382.0,370.0,43.59,382.0,349.31,53.13,369.0,359.4,54.0,348.0,359.4,54.0,348.0,333.12,63.21,312.0
O2,vsftpd,10,7.14,1.8,6.0,7.14,1.8,6.0,7.14,1.8,6.0,5.42,0.9,6.0,5.42,0.9,6.0,5.42,0.9,6.0
O2,lighttpd,59,45.27,14.31,59.0,45.27,14.31,59.0,34.87,14.75,21.0,42.58,14.58,59.0,42.58,14.58,59.0,32.33,13.28,21.0
O2,nginx,543,461.88,128.12,543.0,461.88,128.12,543.0,318.62,151.56,266.0,447.54,132.37,543.0,447.54,132.37,543.0,318.62,151.56,266.0
O2,mysqld,5883,4987.34,948.74,5513.0,4987.34,948.74,5513.0,4140.22,1067.55,3167.0,4739.99,933.25,5564.0,4739.99,933.25,5564.0,3899.92,963.58,3167.0
O2,postgres,2491,2194.84,590.4,2340.0,2194.84,590.4,2340.0,2094.82,634.24,2286.0,2060.44,710.43,2332.0,2060.44,710.43,2332.0,1939.74,771.02,2286.0
O2,memcached,14,13.35,1.1,14.0,13.35,1.1,14.0,12.31,2.34,14.0,10.64,1.05,10.0,10.64,1.05,10.0,10.29,0.95,11.0
O2,node,7527,6430.54,1279.63,5909.0,6430.54,1279.63,5909.0,5119.4,1548.08,5536.0,5788.81,1444.1,4578.0,5788.81,1444.1,4578.0,4394.4,1516.75,3589.0
O2,geomean,350.0,298.0,65.0,315.0,298.0,65.0,315.0,256.0,76.0,233.0,270.0,66.0,290.0,270.0,66.0,290.0,231.0,69.0,210.0
